Format Version,1.23,Take Name,Apr17_Sand_No_3,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 06.50.51.250 PM,Capture Start Frame,7896456,Total Frames in Take,21876,Total Exported Frames,21876,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
11385,94.875000,-0.128724,-0.254832,0.068268,0.955945,0.177778,0.312073,0.047477,0.199380,0.302269,0.003094,0.165264,0.311519,0.053208,0.168691,0.322432,0.086130,-0.182991,-0.245852,0.025778,0.951528,0.002398,0.235131,-0.061156,-0.015539,0.241419,-0.083199,0.031171,0.221152,-0.078733,-0.008437,0.242823,-0.021536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.199374,0.302276,0.003119,0.165248,0.311486,0.053121,0.168728,0.322470,0.086222,-0.015593,0.241433,-0.083339,0.031265,0.221116,-0.078663,-0.008418,0.242820,-0.021455
11386,94.883000,-0.126128,-0.258124,0.067044,0.955494,0.171956,0.312000,0.043425,0.193844,0.302456,-0.000875,0.159404,0.311413,0.049071,0.162619,0.322131,0.082078,-0.189456,-0.246580,0.003286,0.950418,-0.003291,0.235520,-0.066728,-0.020691,0.242579,-0.088967,0.024995,0.220210,-0.083982,-0.014177,0.243771,-0.027235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193765,0.302521,-0.000615,0.159352,0.311350,0.048898,0.162805,0.322154,0.082044,-0.020607,0.242522,-0.089188,0.024896,0.220213,-0.084621,-0.014265,0.243851,-0.026731
11387,94.892000,-0.124725,-0.261952,0.059328,0.955147,0.166049,0.312164,0.039247,0.188223,0.302647,-0.004916,0.153439,0.311701,0.044773,0.156486,0.322144,0.077884,-0.191060,-0.243188,-0.011340,0.950908,-0.008698,0.236080,-0.072338,-0.025903,0.243753,-0.094525,0.019100,0.220007,-0.089691,-0.019290,0.244481,-0.032797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188072,0.302683,-0.004710,0.153594,0.311647,0.044508,0.156482,0.322161,0.077945,-0.025849,0.243712,-0.094704,0.019381,0.219794,-0.090594,-0.019482,0.244627,-0.032168
11388,94.900000,-0.124160,-0.266195,0.064870,0.953686,0.160417,0.312101,0.035053,0.183031,0.302781,-0.008928,0.147772,0.311494,0.040486,0.150446,0.322027,0.073601,-0.186121,-0.251102,-0.000282,0.949898,-0.013742,0.237619,-0.077918,-0.030891,0.244914,-0.100276,0.014666,0.222349,-0.095005,-0.025003,0.245595,-0.038474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182927,0.302816,-0.008752,0.147835,0.311453,0.040317,0.150481,0.322040,0.073619,-0.030756,0.244833,-0.100509,0.014423,0.222440,-0.095543,-0.025047,0.245632,-0.038223
11389,94.908000,-0.125482,-0.267796,0.067137,0.952907,0.154557,0.312179,0.031111,0.177346,0.302789,-0.012766,0.141899,0.311540,0.036507,0.144427,0.322207,0.069591,-0.195836,-0.247243,-0.041374,0.948054,-0.019573,0.237290,-0.083745,-0.035845,0.246030,-0.106240,0.007599,0.219697,-0.100609,-0.030473,0.246142,-0.044387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177369,0.302823,-0.012669,0.141723,0.311474,0.036396,0.144612,0.322243,0.069598,-0.035640,0.245917,-0.106011,0.007905,0.219437,-0.101925,-0.030979,0.246473,-0.044015
11390,94.917000,-0.123435,-0.270279,0.066750,0.952501,0.148626,0.312462,0.027032,0.171634,0.303286,-0.016775,0.135943,0.311786,0.032365,0.138302,0.322312,0.065506,-0.198104,-0.243224,-0.058729,0.947707,-0.024614,0.237467,-0.089305,-0.040581,0.246882,-0.111745,0.001901,0.218993,-0.106272,-0.035162,0.246525,-0.049898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171511,0.303322,-0.016584,0.136079,0.311675,0.031918,0.138339,0.322358,0.065636,-0.040395,0.246775,-0.111416,0.002134,0.218760,-0.107782,-0.036134,0.247171,-0.049863
11391,94.925000,-0.122663,-0.275891,0.063257,0.951229,0.142902,0.312531,0.022806,0.166397,0.303412,-0.020754,0.130152,0.311896,0.027982,0.132157,0.322286,0.061190,-0.199699,-0.252835,-0.061535,0.944674,-0.029971,0.238613,-0.094764,-0.045447,0.247979,-0.117566,-0.003162,0.220002,-0.111108,-0.041305,0.247856,-0.055619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166239,0.303475,-0.020455,0.130191,0.311839,0.027772,0.132232,0.322306,0.061215,-0.045308,0.247896,-0.117328,-0.002719,0.219607,-0.113452,-0.041510,0.247995,-0.055579
11392,94.933000,-0.123644,-0.279495,0.063555,0.950029,0.137157,0.312551,0.018775,0.160991,0.303376,-0.024588,0.124369,0.311911,0.023856,0.126112,0.322365,0.057058,-0.195582,-0.256187,-0.049207,0.945354,-0.034985,0.240066,-0.100368,-0.050671,0.249047,-0.123182,-0.007661,0.222204,-0.116695,-0.046622,0.248948,-0.061228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161051,0.303356,-0.024687,0.124333,0.311925,0.023924,0.126084,0.322370,0.057088,-0.050531,0.248963,-0.123078,-0.007339,0.221935,-0.118389,-0.047127,0.249284,-0.060755
11393,94.942000,-0.123228,-0.283432,0.058627,0.949233,0.131401,0.312497,0.014719,0.155554,0.303295,-0.028462,0.118562,0.311941,0.019681,0.120087,0.322254,0.052938,-0.185398,-0.266470,-0.019202,0.945649,-0.039701,0.241953,-0.105463,-0.055752,0.249954,-0.128387,-0.011121,0.225986,-0.121600,-0.052230,0.249920,-0.066401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155505,0.303293,-0.028442,0.118668,0.311908,0.019514,0.119999,0.322317,0.053195,-0.055662,0.249909,-0.128270,-0.011254,0.226043,-0.122222,-0.052297,0.249955,-0.066418
11394,94.950000,-0.118200,-0.286961,0.051407,0.949231,0.125752,0.312688,0.010834,0.150155,0.303850,-0.032282,0.112869,0.312192,0.015687,0.114232,0.322022,0.049097,-0.171516,-0.276966,0.011016,0.945384,-0.044159,0.243791,-0.110860,-0.060513,0.250904,-0.133862,-0.014410,0.229975,-0.126869,-0.057554,0.250493,-0.071848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149892,0.303913,-0.031929,0.113072,0.312123,0.015344,0.114248,0.322041,0.049155,-0.060429,0.250865,-0.133899,-0.014569,0.230044,-0.127138,-0.057586,0.250508,-0.071768
11395,94.958000,-0.121697,-0.290713,0.049336,0.947756,0.120369,0.312343,0.006960,0.145107,0.303152,-0.035891,0.107442,0.311936,0.011702,0.108558,0.321940,0.045069,-0.158132,-0.288886,0.038565,0.943425,-0.048539,0.245424,-0.115870,-0.064999,0.251715,-0.139036,-0.017756,0.233688,-0.131583,-0.062862,0.250868,-0.076993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145006,0.303210,-0.035647,0.107425,0.311910,0.011624,0.108669,0.321922,0.044951,-0.064845,0.251656,-0.139349,-0.018283,0.233890,-0.131608,-0.062841,0.250860,-0.076728
11396,94.967000,-0.123571,-0.291380,0.051153,0.947213,0.114587,0.312075,0.003166,0.139405,0.302748,-0.039609,0.101654,0.311657,0.007892,0.102701,0.321821,0.041214,-0.185033,-0.271427,-0.040678,0.943629,-0.054755,0.243439,-0.121642,-0.070056,0.252304,-0.144760,-0.026516,0.226552,-0.137440,-0.067694,0.251462,-0.082725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139403,0.302765,-0.039550,0.101596,0.311643,0.007873,0.102777,0.321817,0.041166,-0.069980,0.252267,-0.144673,-0.026594,0.226506,-0.138531,-0.067760,0.251502,-0.082713
11397,94.975000,-0.125993,-0.292501,0.049177,0.946652,0.108922,0.312005,-0.000755,0.133831,0.302410,-0.043418,0.095973,0.311666,0.003931,0.096963,0.321940,0.037221,-0.207997,-0.266193,-0.099664,0.935920,-0.060846,0.242378,-0.126721,-0.074595,0.252762,-0.150180,-0.034755,0.221838,-0.141873,-0.073188,0.252535,-0.088111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133771,0.302400,-0.043424,0.096145,0.311629,0.003731,0.096831,0.322003,0.037488,-0.074514,0.252698,-0.150206,-0.033786,0.221034,-0.145540,-0.073348,0.252664,-0.087833
11398,94.983000,-0.123125,-0.297899,0.035090,0.945973,0.103446,0.311868,-0.004519,0.128720,0.302279,-0.046968,0.090428,0.311770,-0.000016,0.091191,0.321555,0.033426,-0.217016,-0.263283,-0.128184,0.931212,-0.066390,0.242129,-0.131700,-0.079322,0.253245,-0.155287,-0.041480,0.220003,-0.146604,-0.078368,0.253138,-0.093209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128647,0.302279,-0.046940,0.090612,0.311710,-0.000297,0.091090,0.321625,0.033707,-0.079260,0.253188,-0.155102,-0.039851,0.218630,-0.151448,-0.078540,0.253289,-0.093193
11399,94.992000,-0.119278,-0.302980,0.029434,0.945045,0.098025,0.311531,-0.008206,0.123710,0.302218,-0.050469,0.084956,0.311478,-0.003851,0.085408,0.320898,0.029702,-0.215558,-0.269549,-0.134651,0.928842,-0.071150,0.242748,-0.136752,-0.083598,0.254063,-0.160504,-0.046206,0.220446,-0.151332,-0.083645,0.253736,-0.098419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123628,0.302236,-0.050380,0.085076,0.311432,-0.004045,0.085393,0.320925,0.029796,-0.083524,0.253993,-0.160296,-0.044701,0.219204,-0.156528,-0.083824,0.253896,-0.098415
11400,95.000000,-0.116793,-0.304544,0.049814,0.943997,0.092314,0.311356,-0.011819,0.118301,0.302758,-0.054048,0.079263,0.310809,-0.007443,0.079377,0.320502,0.026035,-0.187390,-0.290911,-0.049016,0.936938,-0.074135,0.245890,-0.141985,-0.088328,0.254814,-0.165777,-0.045417,0.228647,-0.156482,-0.088661,0.254208,-0.103695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118197,0.302779,-0.053929,0.079388,0.310769,-0.007635,0.079370,0.320519,0.026094,-0.088150,0.254699,-0.165422,-0.045775,0.228929,-0.158632,-0.088786,0.254286,-0.103820
11401,95.008000,-0.113868,-0.311325,0.036875,0.942736,0.086996,0.311295,-0.015378,0.113489,0.302728,-0.057298,0.073866,0.310963,-0.011222,0.073631,0.320195,0.022385,-0.156398,-0.309554,0.033617,0.937329,-0.077986,0.248719,-0.147077,-0.093405,0.255168,-0.170906,-0.046557,0.237029,-0.161490,-0.093997,0.253960,-0.108835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113575,0.302694,-0.057452,0.073848,0.310953,-0.011263,0.073528,0.320265,0.022695,-0.093065,0.255017,-0.170042,-0.047011,0.237207,-0.161594,-0.093997,0.253965,-0.109053
11402,95.017000,-0.112413,-0.315157,0.024891,0.942030,0.081654,0.310700,-0.018800,0.108399,0.302012,-0.060536,0.068478,0.310599,-0.014781,0.068085,0.319489,0.018916,-0.136430,-0.326664,0.087648,0.931126,-0.081944,0.251027,-0.151389,-0.097604,0.255693,-0.175476,-0.049098,0.243228,-0.165265,-0.099131,0.254160,-0.113428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108325,0.302022,-0.060472,0.068614,0.310539,-0.015051,0.068033,0.319554,0.019180,-0.097705,0.255714,-0.175338,-0.049055,0.243200,-0.164744,-0.098922,0.254125,-0.113992
11403,95.025000,-0.110598,-0.317252,0.020668,0.941643,0.076020,0.310157,-0.021993,0.102921,0.301553,-0.063646,0.062824,0.310115,-0.018041,0.062316,0.318802,0.015708,-0.125887,-0.331497,0.112127,0.928272,-0.086050,0.252293,-0.156276,-0.101886,0.256194,-0.180384,-0.052799,0.246340,-0.170100,-0.103466,0.254346,-0.118346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102724,0.301597,-0.063414,0.063084,0.310013,-0.018513,0.062323,0.318835,0.015830,-0.102088,0.256228,-0.180235,-0.052463,0.246229,-0.168788,-0.103215,0.254317,-0.118905
11404,95.033000,-0.111102,-0.321416,0.025281,0.940058,0.070708,0.309646,-0.025199,0.098015,0.301128,-0.066604,0.057482,0.309496,-0.021350,0.056627,0.318315,0.012357,-0.171209,-0.302678,-0.044301,0.936542,-0.092362,0.247634,-0.161667,-0.106233,0.256867,-0.185531,-0.062947,0.231428,-0.175961,-0.107905,0.254608,-0.123509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097950,0.301127,-0.066589,0.057663,0.309429,-0.021663,0.056507,0.318401,0.012721,-0.106116,0.256813,-0.185523,-0.063169,0.231454,-0.177720,-0.108005,0.254660,-0.123375
11405,95.042000,-0.109525,-0.322422,0.039666,0.939402,0.065204,0.309220,-0.028535,0.092705,0.301213,-0.069914,0.051991,0.308720,-0.024672,0.050916,0.317726,0.008980,-0.201318,-0.278581,-0.161440,0.925095,-0.098875,0.244208,-0.166550,-0.110042,0.256861,-0.190264,-0.074316,0.221472,-0.181114,-0.112267,0.254291,-0.128271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092673,0.301207,-0.069924,0.052092,0.308692,-0.024812,0.050787,0.317792,0.009276,-0.109975,0.256784,-0.190118,-0.072315,0.219964,-0.186296,-0.112389,0.254404,-0.128190
11406,95.050000,-0.106001,-0.325729,0.036392,0.938797,0.059995,0.308731,-0.031697,0.087763,0.301005,-0.072951,0.046754,0.308239,-0.027931,0.045469,0.316950,0.005791,-0.167450,-0.311731,-0.051059,0.933904,-0.100261,0.247311,-0.170414,-0.113554,0.256872,-0.194478,-0.070670,0.231015,-0.184236,-0.116559,0.254045,-0.132529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088073,0.300954,-0.073277,0.046536,0.308217,-0.027926,0.045474,0.317024,0.006078,-0.113344,0.256726,-0.194497,-0.071462,0.232040,-0.186921,-0.116709,0.254111,-0.132294
11407,95.058000,-0.106272,-0.328851,0.047442,0.937183,0.054734,0.308186,-0.034951,0.082853,0.300734,-0.076018,0.041489,0.307440,-0.031241,0.039861,0.316383,0.002405,-0.136409,-0.338421,0.060263,0.929103,-0.102996,0.250871,-0.175061,-0.117662,0.256728,-0.199510,-0.070138,0.241775,-0.188092,-0.121189,0.254109,-0.137580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.082847,0.300709,-0.076111,0.041631,0.307449,-0.031269,0.039654,0.316410,0.002598,-0.117438,0.256646,-0.199262,-0.071261,0.242143,-0.188585,-0.121209,0.254124,-0.137725
11408,95.067000,-0.101184,-0.334273,0.022116,0.936768,0.049619,0.307599,-0.038322,0.078043,0.300024,-0.079155,0.036296,0.307327,-0.034830,0.034517,0.315445,-0.000982,-0.170095,-0.320839,-0.045055,0.930645,-0.109049,0.247751,-0.180055,-0.122050,0.256892,-0.204439,-0.079033,0.231677,-0.193204,-0.126063,0.254685,-0.142523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078132,0.299996,-0.079293,0.036271,0.307319,-0.034872,0.034421,0.315501,-0.000703,-0.121643,0.256647,-0.203798,-0.079764,0.232074,-0.196046,-0.126166,0.254750,-0.142586
11409,95.075000,-0.100350,-0.338372,0.015942,0.935511,0.044500,0.307014,-0.041576,0.073243,0.299378,-0.082173,0.031142,0.306858,-0.038214,0.029115,0.314805,-0.004340,-0.189005,-0.301005,-0.132721,0.925234,-0.114326,0.245274,-0.185290,-0.125531,0.257144,-0.209388,-0.087778,0.224298,-0.198981,-0.129669,0.254379,-0.147502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073146,0.299379,-0.082140,0.031369,0.306786,-0.038584,0.028986,0.314884,-0.003974,-0.125187,0.256779,-0.208642,-0.087137,0.224181,-0.203170,-0.130164,0.254800,-0.147537
11410,95.083000,-0.104808,-0.338165,0.018789,0.935044,0.039495,0.306213,-0.044906,0.068236,0.298223,-0.085437,0.026139,0.306062,-0.041536,0.024110,0.314355,-0.007745,-0.170172,-0.323161,-0.057107,0.929165,-0.117344,0.248050,-0.189631,-0.129913,0.257637,-0.214070,-0.087563,0.231413,-0.202612,-0.134557,0.255100,-0.152211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068237,0.298181,-0.085607,0.026328,0.306043,-0.041659,0.023677,0.314476,-0.007146,-0.129146,0.257061,-0.212768,-0.087984,0.231869,-0.204791,-0.134710,0.255199,-0.152305
11411,95.092000,-0.104261,-0.342016,0.023049,0.933608,0.034548,0.305401,-0.047752,0.063655,0.297595,-0.088057,0.021170,0.305134,-0.044479,0.018820,0.313475,-0.010721,-0.151667,-0.340763,0.009430,0.927787,-0.120098,0.250321,-0.194187,-0.133554,0.257790,-0.218892,-0.088092,0.237923,-0.206602,-0.138649,0.255249,-0.157068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063571,0.297558,-0.088176,0.021463,0.305144,-0.044535,0.018532,0.313501,-0.010523,-0.132522,0.257239,-0.217318,-0.088670,0.238216,-0.207280,-0.138754,0.255311,-0.157295
11412,95.100000,-0.104958,-0.345894,0.027452,0.931980,0.029574,0.304836,-0.050533,0.059048,0.297102,-0.090585,0.016174,0.304467,-0.047359,0.013499,0.312937,-0.013657,-0.144672,-0.356846,0.057076,0.921126,-0.123054,0.252044,-0.198300,-0.136658,0.257654,-0.223412,-0.089737,0.242603,-0.209835,-0.142766,0.255875,-0.161653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059142,0.297046,-0.090835,0.016253,0.304480,-0.047336,0.013303,0.312971,-0.013460,-0.136356,0.257445,-0.221426,-0.090369,0.242798,-0.209889,-0.142697,0.255882,-0.162125
11413,95.108000,-0.104161,-0.348565,0.030322,0.930985,0.024772,0.303986,-0.053562,0.054497,0.296423,-0.093460,0.011360,0.303532,-0.050455,0.008460,0.312002,-0.016772,-0.137470,-0.364844,0.076943,0.917644,-0.126344,0.252870,-0.202022,-0.139916,0.257850,-0.227284,-0.092520,0.244910,-0.213191,-0.146597,0.255849,-0.165591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054321,0.296393,-0.093513,0.011653,0.303568,-0.050422,0.008239,0.311982,-0.016771,-0.139823,0.257743,-0.225906,-0.093154,0.245079,-0.213314,-0.146451,0.255883,-0.166774
11414,95.117000,-0.102497,-0.350823,0.012965,0.930725,0.019935,0.303453,-0.056544,0.049738,0.295586,-0.096325,0.006490,0.303364,-0.053547,0.003578,0.311408,-0.019761,-0.154268,-0.351855,0.012509,0.923170,-0.131301,0.250929,-0.207193,-0.144242,0.258099,-0.232259,-0.098930,0.238673,-0.218772,-0.150731,0.256017,-0.170548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049835,0.295485,-0.096763,0.006724,0.303397,-0.053473,0.003162,0.311452,-0.019473,-0.143477,0.257641,-0.230296,-0.099347,0.238861,-0.219043,-0.150743,0.256064,-0.171105
11415,95.125000,-0.102229,-0.356396,0.011165,0.928659,0.015279,0.302768,-0.059524,0.045548,0.294901,-0.098950,0.001798,0.302701,-0.056690,-0.001510,0.310702,-0.022930,-0.175006,-0.335220,-0.081346,0.922162,-0.136113,0.248003,-0.211637,-0.147384,0.258198,-0.236460,-0.106675,0.230074,-0.223643,-0.154281,0.255738,-0.174808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045480,0.294866,-0.099077,0.002125,0.302675,-0.056870,-0.001941,0.310797,-0.022441,-0.146851,0.257697,-0.235119,-0.107090,0.230595,-0.225871,-0.154490,0.255912,-0.175126
11416,95.133000,-0.100766,-0.359091,0.015084,0.927724,0.010655,0.302349,-0.062256,0.041184,0.294744,-0.101534,-0.002838,0.302163,-0.059488,-0.006381,0.310140,-0.025746,-0.182993,-0.322268,-0.152154,0.916245,-0.140761,0.245557,-0.215491,-0.150336,0.258040,-0.239979,-0.114076,0.224052,-0.228045,-0.157872,0.254580,-0.178450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041003,0.294718,-0.101592,-0.002321,0.302116,-0.059816,-0.006822,0.310234,-0.025243,-0.150008,0.257546,-0.238740,-0.113390,0.224107,-0.232064,-0.158687,0.255416,-0.179159
11417,95.142000,-0.096104,-0.364188,0.007735,0.926321,0.006139,0.301708,-0.064988,0.037061,0.294361,-0.104007,-0.007387,0.301610,-0.062382,-0.011257,0.309155,-0.028577,-0.147059,-0.365011,0.012486,0.919230,-0.142296,0.250589,-0.219285,-0.154627,0.257956,-0.244600,-0.109513,0.238771,-0.230139,-0.162749,0.255040,-0.183117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037062,0.294336,-0.104109,-0.007254,0.301591,-0.062510,-0.011648,0.309269,-0.027959,-0.153639,0.257375,-0.243195,-0.110025,0.239020,-0.230426,-0.162760,0.255068,-0.183316
11418,95.150000,-0.093485,-0.368852,0.013001,0.924684,0.001419,0.301230,-0.067427,0.032772,0.294304,-0.106178,-0.012128,0.300959,-0.064940,-0.016389,0.308427,-0.031164,-0.123814,-0.399964,0.132134,0.898465,-0.143890,0.254495,-0.221905,-0.156381,0.257469,-0.248026,-0.108717,0.250667,-0.230869,-0.166574,0.255350,-0.186819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032710,0.294275,-0.106286,-0.011821,0.300927,-0.065160,-0.016808,0.308526,-0.030620,-0.157033,0.257487,-0.246881,-0.108153,0.250574,-0.230444,-0.166375,0.255371,-0.187651
11419,95.158000,-0.092223,-0.370277,0.013975,0.924226,-0.002895,0.300552,-0.070103,0.028586,0.293782,-0.108778,-0.016447,0.300237,-0.067653,-0.020823,0.307638,-0.033878,-0.153428,-0.366526,0.006170,0.917649,-0.149288,0.250715,-0.227039,-0.161351,0.258083,-0.252482,-0.116632,0.238300,-0.237606,-0.169881,0.255762,-0.191029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028612,0.293741,-0.108959,-0.016273,0.300239,-0.067700,-0.021546,0.307749,-0.033164,-0.160443,0.257567,-0.249958,-0.117027,0.238460,-0.237859,-0.169874,0.255785,-0.191373
11420,95.167000,-0.091969,-0.372460,0.019897,0.923265,-0.007550,0.299748,-0.072374,0.024149,0.293187,-0.110906,-0.021107,0.299286,-0.069972,-0.025692,0.306772,-0.036243,-0.170475,-0.349802,-0.096303,0.916134,-0.154109,0.247666,-0.230943,-0.164245,0.258426,-0.256016,-0.124613,0.229296,-0.242113,-0.173468,0.255276,-0.194700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024233,0.293134,-0.111165,-0.020981,0.299273,-0.070064,-0.026107,0.306876,-0.035670,-0.163692,0.257701,-0.253749,-0.124776,0.229745,-0.244316,-0.173660,0.255484,-0.195196
11421,95.175000,-0.091372,-0.376061,0.012277,0.921997,-0.012182,0.298919,-0.074711,0.019776,0.292204,-0.113002,-0.025764,0.298616,-0.072434,-0.030557,0.305937,-0.038697,-0.147724,-0.375450,0.002482,0.914991,-0.156332,0.250618,-0.234182,-0.167902,0.258302,-0.259761,-0.123474,0.238338,-0.244268,-0.177621,0.255214,-0.198518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019771,0.292172,-0.113141,-0.025562,0.298605,-0.072544,-0.030940,0.306012,-0.038255,-0.166794,0.257488,-0.257472,-0.123801,0.238526,-0.244555,-0.177648,0.255267,-0.198817
