Format Version,1.23,Take Name,Apr17_Sand_No_1,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-17 05.15.20.295 PM,Capture Start Frame,7208744,Total Frames in Take,4210,Total Exported Frames,4210,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
173,1.442000,-0.035422,0.156518,-0.015672,0.986915,0.347166,-0.032409,0.218435,0.338725,-0.032295,0.229473,0.358895,-0.028989,0.257525,0.343878,-0.035942,0.168306,0.032744,0.147861,0.004873,0.988454,0.122952,-0.073539,0.208290,0.132182,-0.080775,0.248719,0.097827,-0.061334,0.201313,0.138847,-0.078508,0.174838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338875,-0.032297,0.229281,0.358807,-0.028988,0.257628,0.343794,-0.035941,0.168424,0.132307,-0.080831,0.248686,0.097256,-0.061062,0.201220,0.139278,-0.078726,0.175065
174,1.450000,-0.035427,0.156428,-0.016770,0.986911,0.347167,-0.032425,0.218420,0.338724,-0.032289,0.229456,0.358893,-0.029017,0.257512,0.343885,-0.035970,0.168292,0.032645,0.147676,0.004565,0.988486,0.122954,-0.073550,0.208318,0.132166,-0.080780,0.248752,0.097838,-0.061332,0.201328,0.138858,-0.078538,0.174873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032291,0.229280,0.358805,-0.029017,0.257608,0.343801,-0.035968,0.168405,0.132287,-0.080834,0.248721,0.097272,-0.061062,0.201242,0.139281,-0.078751,0.175082
175,1.458000,-0.035431,0.156431,-0.017144,0.986904,0.347168,-0.032423,0.218438,0.338725,-0.032279,0.229474,0.358896,-0.029018,0.257529,0.343883,-0.035971,0.168310,0.032842,0.147907,0.004563,0.988445,0.122947,-0.073543,0.208305,0.132177,-0.080789,0.248732,0.097829,-0.061321,0.201331,0.138835,-0.078518,0.174850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338879,-0.032282,0.229278,0.358810,-0.029017,0.257633,0.343800,-0.035970,0.168421,0.132306,-0.080847,0.248703,0.097247,-0.061042,0.201224,0.139258,-0.078733,0.175084
176,1.467000,-0.035294,0.156442,-0.016893,0.986912,0.347167,-0.032405,0.218420,0.338724,-0.032269,0.229456,0.358895,-0.029009,0.257512,0.343883,-0.035937,0.168291,0.032888,0.147603,0.004951,0.988487,0.122948,-0.073534,0.208298,0.132158,-0.080782,0.248730,0.097826,-0.061329,0.201312,0.138861,-0.078492,0.174853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338855,-0.032271,0.229294,0.358813,-0.029009,0.257596,0.343799,-0.035935,0.168416,0.132278,-0.080836,0.248705,0.097259,-0.061059,0.201221,0.139263,-0.078692,0.175042
177,1.475000,-0.035446,0.156567,-0.016403,0.986895,0.347150,-0.032421,0.218447,0.338710,-0.032292,0.229486,0.358886,-0.029007,0.257536,0.343855,-0.035964,0.168320,0.032767,0.147943,0.005203,0.988439,0.122939,-0.073534,0.208307,0.132180,-0.080770,0.248733,0.097805,-0.061345,0.201335,0.138832,-0.078488,0.174851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338860,-0.032294,0.229286,0.358814,-0.029005,0.257646,0.343780,-0.035963,0.168406,0.132309,-0.080828,0.248704,0.097267,-0.061086,0.201224,0.139244,-0.078698,0.175103
178,1.483000,-0.035328,0.156461,-0.015832,0.986925,0.347157,-0.032403,0.218412,0.338715,-0.032288,0.229450,0.358882,-0.028992,0.257505,0.343875,-0.035929,0.168283,0.032786,0.147559,0.004546,0.988499,0.122955,-0.073546,0.208312,0.132157,-0.080787,0.248747,0.097842,-0.061324,0.201320,0.138867,-0.078526,0.174869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338852,-0.032289,0.229280,0.358797,-0.028993,0.257593,0.343788,-0.035927,0.168411,0.132278,-0.080842,0.248726,0.097267,-0.061048,0.201220,0.139260,-0.078723,0.175055
179,1.492000,-0.035359,0.156657,-0.015313,0.986901,0.347148,-0.032431,0.218433,0.338711,-0.032326,0.229474,0.358886,-0.029013,0.257520,0.343848,-0.035955,0.168305,0.032846,0.147953,0.004683,0.988438,0.122938,-0.073545,0.208295,0.132173,-0.080791,0.248721,0.097816,-0.061329,0.201325,0.138824,-0.078516,0.174839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338849,-0.032328,0.229284,0.358812,-0.029012,0.257620,0.343772,-0.035954,0.168412,0.132298,-0.080847,0.248692,0.097249,-0.061058,0.201226,0.139241,-0.078726,0.175059
180,1.500000,-0.035208,0.156376,-0.017102,0.986922,0.347157,-0.032410,0.218435,0.338712,-0.032272,0.229470,0.358880,-0.029023,0.257530,0.343878,-0.035936,0.168306,0.032270,0.148149,0.003890,0.988431,0.122895,-0.073554,0.208313,0.132138,-0.080757,0.248745,0.097787,-0.061313,0.201337,0.138760,-0.078593,0.174857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338863,-0.032274,0.229287,0.358799,-0.029022,0.257631,0.343801,-0.035935,0.168398,0.132268,-0.080816,0.248709,0.097255,-0.061057,0.201236,0.139199,-0.078818,0.175129
181,1.508000,-0.035432,0.156406,-0.016452,0.986920,0.347158,-0.032426,0.218425,0.338714,-0.032296,0.229461,0.358880,-0.029013,0.257517,0.343878,-0.035968,0.168296,0.033012,0.147851,0.004700,0.988447,0.122957,-0.073551,0.208299,0.132184,-0.080810,0.248725,0.097837,-0.061332,0.201328,0.138850,-0.078511,0.174845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338863,-0.032296,0.229300,0.358785,-0.029014,0.257608,0.343789,-0.035967,0.168406,0.132312,-0.080868,0.248700,0.097262,-0.061056,0.201218,0.139258,-0.078717,0.175065
182,1.517000,-0.035395,0.156480,-0.015700,0.986922,0.347149,-0.032418,0.218429,0.338707,-0.032305,0.229467,0.358874,-0.029001,0.257521,0.343865,-0.035950,0.168300,0.032735,0.147703,0.004606,0.988479,0.122922,-0.073523,0.208305,0.132136,-0.080760,0.248737,0.097806,-0.061305,0.201319,0.138825,-0.078504,0.174858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338860,-0.032305,0.229288,0.358781,-0.029001,0.257621,0.343780,-0.035949,0.168409,0.132262,-0.080817,0.248712,0.097270,-0.061047,0.201209,0.139219,-0.078705,0.175087
183,1.525000,-0.035369,0.156330,-0.016487,0.986934,0.347168,-0.032425,0.218420,0.338723,-0.032296,0.229455,0.358885,-0.029018,0.257515,0.343896,-0.035961,0.168291,0.032746,0.148051,0.004559,0.988427,0.122931,-0.073542,0.208298,0.132173,-0.080780,0.248725,0.097811,-0.061322,0.201330,0.138810,-0.078524,0.174840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032297,0.229281,0.358791,-0.029019,0.257605,0.343799,-0.035959,0.168433,0.132296,-0.080835,0.248698,0.097256,-0.061056,0.201234,0.139215,-0.078728,0.175051
184,1.533000,-0.035234,0.156453,-0.016775,0.986914,0.347157,-0.032427,0.218438,0.338714,-0.032294,0.229475,0.358884,-0.029034,0.257531,0.343872,-0.035952,0.168309,0.032569,0.148075,0.004570,0.988429,0.122927,-0.073555,0.208308,0.132171,-0.080779,0.248736,0.097805,-0.061340,0.201337,0.138804,-0.078548,0.174851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338861,-0.032296,0.229289,0.358803,-0.029033,0.257631,0.343792,-0.035950,0.168413,0.132293,-0.080834,0.248706,0.097245,-0.061072,0.201247,0.139221,-0.078757,0.175062
185,1.542000,-0.035246,0.156664,-0.015417,0.986902,0.347161,-0.032401,0.218427,0.338723,-0.032296,0.229468,0.358900,-0.028993,0.257516,0.343859,-0.035915,0.168299,0.032855,0.148006,0.004430,0.988431,0.122923,-0.073536,0.208280,0.132160,-0.080784,0.248706,0.097807,-0.061307,0.201312,0.138803,-0.078516,0.174823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032297,0.229290,0.358812,-0.028993,0.257614,0.343776,-0.035914,0.168410,0.132293,-0.080843,0.248677,0.097258,-0.061043,0.201194,0.139217,-0.078728,0.175083
186,1.550000,-0.035349,0.156459,-0.016494,0.986914,0.347151,-0.032421,0.218438,0.338709,-0.032292,0.229474,0.358878,-0.029016,0.257530,0.343866,-0.035955,0.168309,0.032413,0.148059,0.003870,0.988440,0.122922,-0.073558,0.208307,0.132157,-0.080773,0.248739,0.097816,-0.061313,0.201330,0.138792,-0.078589,0.174852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338846,-0.032294,0.229304,0.358794,-0.029016,0.257622,0.343785,-0.035953,0.168422,0.132286,-0.080831,0.248714,0.097253,-0.061041,0.201214,0.139195,-0.078794,0.175083
187,1.558000,-0.035340,0.156619,-0.016296,0.986892,0.347165,-0.032417,0.218429,0.338727,-0.032293,0.229469,0.358904,-0.029011,0.257517,0.343865,-0.035948,0.168301,0.032726,0.148132,0.004456,0.988416,0.122933,-0.073542,0.208300,0.132180,-0.080779,0.248725,0.097813,-0.061318,0.201335,0.138805,-0.078529,0.174839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338861,-0.032294,0.229298,0.358824,-0.029010,0.257611,0.343788,-0.035947,0.168408,0.132304,-0.080834,0.248689,0.097272,-0.061059,0.201248,0.139240,-0.078750,0.175079
188,1.567000,-0.035336,0.156507,-0.015248,0.986927,0.347157,-0.032408,0.218423,0.338717,-0.032305,0.229461,0.358883,-0.028990,0.257514,0.343872,-0.035929,0.168293,0.032783,0.147782,0.004613,0.988466,0.122938,-0.073537,0.208305,0.132159,-0.080778,0.248736,0.097820,-0.061319,0.201325,0.138835,-0.078515,0.174856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338856,-0.032306,0.229292,0.358798,-0.028991,0.257606,0.343791,-0.035928,0.168405,0.132285,-0.080835,0.248707,0.097260,-0.061050,0.201222,0.139250,-0.078725,0.175083
189,1.575000,-0.035532,0.156549,-0.015286,0.986912,0.347155,-0.032409,0.218430,0.338715,-0.032301,0.229469,0.358884,-0.028976,0.257519,0.343865,-0.035950,0.168303,0.032771,0.148171,0.005207,0.988405,0.122928,-0.073513,0.208298,0.132188,-0.080749,0.248720,0.097790,-0.061324,0.201338,0.138806,-0.078467,0.174835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338861,-0.032303,0.229283,0.358798,-0.028976,0.257619,0.343782,-0.035949,0.168418,0.132318,-0.080808,0.248691,0.097253,-0.061066,0.201224,0.139217,-0.078677,0.175093
190,1.583000,-0.035433,0.156317,-0.015967,0.986942,0.347142,-0.032419,0.218445,0.338697,-0.032299,0.229480,0.358856,-0.029000,0.257540,0.343874,-0.035956,0.168316,0.032642,0.148202,0.004592,0.988408,0.122900,-0.073526,0.208304,0.132155,-0.080755,0.248729,0.097776,-0.061310,0.201342,0.138769,-0.078513,0.174843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338862,-0.032300,0.229285,0.358770,-0.029000,0.257647,0.343792,-0.035956,0.168406,0.132280,-0.080811,0.248700,0.097246,-0.061056,0.201240,0.139175,-0.078719,0.175079
191,1.592000,-0.035580,0.156502,-0.015627,0.986913,0.347162,-0.032403,0.218430,0.338721,-0.032287,0.229468,0.358889,-0.028970,0.257519,0.343876,-0.035952,0.168302,0.032904,0.147962,0.004567,0.988435,0.122911,-0.073506,0.208296,0.132146,-0.080757,0.248721,0.097792,-0.061283,0.201327,0.138795,-0.078478,0.174839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032287,0.229302,0.358796,-0.028970,0.257611,0.343788,-0.035951,0.168417,0.132277,-0.080816,0.248688,0.097254,-0.061024,0.201216,0.139220,-0.078696,0.175108
192,1.600000,-0.035303,0.156467,-0.017015,0.986906,0.347142,-0.032413,0.218448,0.338700,-0.032274,0.229485,0.358872,-0.029017,0.257540,0.343855,-0.035947,0.168320,0.032498,0.147994,0.004160,0.988446,0.122921,-0.073535,0.208318,0.132154,-0.080755,0.248749,0.097810,-0.061301,0.201340,0.138799,-0.078549,0.174864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338874,-0.032275,0.229288,0.358775,-0.029017,0.257648,0.343767,-0.035947,0.168420,0.132280,-0.080812,0.248721,0.097262,-0.061038,0.201235,0.139205,-0.078755,0.175091
193,1.608000,-0.035192,0.156470,-0.016638,0.986915,0.347141,-0.032415,0.218463,0.338699,-0.032286,0.229500,0.358870,-0.029024,0.257556,0.343855,-0.035935,0.168334,0.032419,0.148204,0.004498,0.988415,0.122897,-0.073541,0.208314,0.132151,-0.080752,0.248742,0.097774,-0.061326,0.201345,0.138765,-0.078545,0.174854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338867,-0.032288,0.229302,0.358784,-0.029023,0.257665,0.343773,-0.035935,0.168422,0.132281,-0.080811,0.248711,0.097254,-0.061075,0.201234,0.139177,-0.078756,0.175120
194,1.617000,-0.035556,0.156376,-0.016013,0.986927,0.347149,-0.032399,0.218444,0.338705,-0.032276,0.229480,0.358867,-0.028972,0.257537,0.343874,-0.035950,0.168316,0.032674,0.148084,0.004470,0.988425,0.122900,-0.073538,0.208313,0.132144,-0.080770,0.248740,0.097781,-0.061315,0.201345,0.138776,-0.078528,0.174855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338870,-0.032276,0.229300,0.358773,-0.028972,0.257640,0.343789,-0.035950,0.168408,0.132268,-0.080825,0.248702,0.097251,-0.061062,0.201260,0.139213,-0.078749,0.175099
195,1.625000,-0.035538,0.156431,-0.015654,0.986925,0.347144,-0.032401,0.218455,0.338701,-0.032286,0.229492,0.358865,-0.028972,0.257547,0.343865,-0.035946,0.168327,0.032666,0.148016,0.004169,0.988437,0.122937,-0.073539,0.208309,0.132172,-0.080773,0.248738,0.097826,-0.061302,0.201336,0.138813,-0.078542,0.174853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032286,0.229303,0.358776,-0.028971,0.257654,0.343782,-0.035947,0.168415,0.132299,-0.080831,0.248715,0.097272,-0.061035,0.201220,0.139207,-0.078742,0.175079
196,1.633000,-0.035589,0.156545,-0.015908,0.986901,0.347142,-0.032405,0.218448,0.338702,-0.032284,0.229487,0.358874,-0.028974,0.257537,0.343851,-0.035958,0.168321,0.032753,0.147877,0.004405,0.988454,0.122923,-0.073532,0.208319,0.132149,-0.080772,0.248749,0.097809,-0.061305,0.201342,0.138811,-0.078520,0.174867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032284,0.229297,0.358787,-0.028973,0.257644,0.343769,-0.035958,0.168407,0.132283,-0.080832,0.248717,0.097264,-0.061042,0.201224,0.139237,-0.078739,0.175144
197,1.642000,-0.035198,0.156534,-0.015924,0.986917,0.347158,-0.032415,0.218440,0.338718,-0.032300,0.229478,0.358889,-0.029016,0.257531,0.343868,-0.035928,0.168310,0.032687,0.147905,0.004500,0.988451,0.122918,-0.073537,0.208304,0.132148,-0.080771,0.248734,0.097801,-0.061316,0.201327,0.138806,-0.078526,0.174851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032302,0.229291,0.358798,-0.029016,0.257631,0.343781,-0.035927,0.168431,0.132273,-0.080827,0.248703,0.097250,-0.061051,0.201228,0.139224,-0.078737,0.175082
198,1.650000,-0.035159,0.156495,-0.016183,0.986920,0.347164,-0.032414,0.218437,0.338723,-0.032295,0.229474,0.358893,-0.029021,0.257529,0.343877,-0.035927,0.168307,0.032592,0.148249,0.004027,0.988405,0.122920,-0.073556,0.208305,0.132172,-0.080784,0.248731,0.097808,-0.061314,0.201342,0.138779,-0.078569,0.174843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338859,-0.032297,0.229297,0.358812,-0.029021,0.257625,0.343799,-0.035925,0.168419,0.132305,-0.080845,0.248706,0.097256,-0.061047,0.201217,0.139182,-0.078775,0.175098
199,1.658000,-0.035280,0.156388,-0.016321,0.986930,0.347143,-0.032424,0.218458,0.338699,-0.032300,0.229494,0.358864,-0.029022,0.257553,0.343866,-0.035949,0.168329,0.032710,0.148018,0.004119,0.988435,0.122912,-0.073532,0.208309,0.132146,-0.080770,0.248737,0.097802,-0.061292,0.201338,0.138787,-0.078534,0.174853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338867,-0.032301,0.229295,0.358776,-0.029021,0.257661,0.343783,-0.035949,0.168422,0.132270,-0.080827,0.248717,0.097254,-0.061028,0.201226,0.139170,-0.078728,0.175061
200,1.667000,-0.035470,0.156418,-0.015355,0.986934,0.347163,-0.032400,0.218436,0.338721,-0.032292,0.229472,0.358883,-0.028972,0.257528,0.343887,-0.035936,0.168307,0.032837,0.147798,0.004989,0.988460,0.122931,-0.073509,0.208322,0.132157,-0.080752,0.248751,0.097804,-0.061307,0.201345,0.138831,-0.078467,0.174871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338860,-0.032293,0.229302,0.358796,-0.028973,0.257619,0.343802,-0.035934,0.168427,0.132280,-0.080807,0.248730,0.097253,-0.061043,0.201238,0.139218,-0.078662,0.175074
201,1.675000,-0.035607,0.156559,-0.015661,0.986902,0.347167,-0.032397,0.218426,0.338727,-0.032280,0.229465,0.358899,-0.028962,0.257514,0.343875,-0.035949,0.168300,0.032778,0.147996,0.003802,0.988437,0.122925,-0.073531,0.208284,0.132153,-0.080777,0.248712,0.097823,-0.061274,0.201313,0.138798,-0.078542,0.174828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338866,-0.032282,0.229290,0.358815,-0.028962,0.257608,0.343792,-0.035948,0.168418,0.132277,-0.080833,0.248685,0.097281,-0.061014,0.201212,0.139200,-0.078747,0.175050
202,1.683000,-0.035232,0.156514,-0.017143,0.986898,0.347155,-0.032404,0.218423,0.338713,-0.032264,0.229460,0.358889,-0.029015,0.257514,0.343862,-0.035932,0.168295,0.032733,0.147697,0.004604,0.988480,0.122923,-0.073501,0.208305,0.132136,-0.080738,0.248738,0.097806,-0.061283,0.201319,0.138826,-0.078482,0.174858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338862,-0.032264,0.229300,0.358792,-0.029016,0.257604,0.343771,-0.035931,0.168407,0.132258,-0.080792,0.248710,0.097274,-0.061028,0.201223,0.139226,-0.078685,0.175075
203,1.692000,-0.035394,0.156473,-0.017859,0.986886,0.347168,-0.032408,0.218428,0.338725,-0.032250,0.229464,0.358902,-0.029014,0.257519,0.343876,-0.035959,0.168301,0.033088,0.147937,0.004671,0.988432,0.122938,-0.073506,0.208288,0.132172,-0.080772,0.248711,0.097818,-0.061284,0.201323,0.138825,-0.078462,0.174830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338874,-0.032252,0.229294,0.358813,-0.029013,0.257616,0.343796,-0.035958,0.168396,0.132297,-0.080828,0.248682,0.097249,-0.061011,0.201223,0.139241,-0.078672,0.175048
204,1.700000,-0.035492,0.156447,-0.016495,0.986911,0.347145,-0.032402,0.218434,0.338702,-0.032271,0.229470,0.358871,-0.028985,0.257525,0.343861,-0.035951,0.168306,0.032602,0.148174,0.003936,0.988416,0.122903,-0.073555,0.208306,0.132148,-0.080785,0.248733,0.097795,-0.061309,0.201340,0.138766,-0.078571,0.174846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338852,-0.032272,0.229293,0.358780,-0.028985,0.257623,0.343777,-0.035950,0.168414,0.132272,-0.080841,0.248704,0.097250,-0.061047,0.201242,0.139175,-0.078778,0.175068
205,1.708000,-0.035633,0.156402,-0.015891,0.986923,0.347135,-0.032404,0.218446,0.338692,-0.032282,0.229482,0.358855,-0.028969,0.257537,0.343858,-0.035961,0.168318,0.032824,0.148005,0.004433,0.988432,0.122923,-0.073529,0.208284,0.132159,-0.080774,0.248710,0.097806,-0.061301,0.201315,0.138803,-0.078511,0.174827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338861,-0.032282,0.229293,0.358766,-0.028968,0.257647,0.343776,-0.035961,0.168400,0.132280,-0.080829,0.248683,0.097248,-0.061035,0.201225,0.139209,-0.078715,0.175026
206,1.717000,-0.035529,0.156561,-0.015265,0.986911,0.347150,-0.032386,0.218430,0.338710,-0.032279,0.229469,0.358880,-0.028953,0.257518,0.343859,-0.035927,0.168302,0.032381,0.148140,0.004241,0.988427,0.122901,-0.073542,0.208312,0.132147,-0.080752,0.248742,0.097785,-0.061315,0.201339,0.138770,-0.078559,0.174855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338851,-0.032280,0.229298,0.358794,-0.028953,0.257613,0.343778,-0.035926,0.168411,0.132269,-0.080807,0.248721,0.097245,-0.061055,0.201235,0.139154,-0.078753,0.175058
207,1.725000,-0.035554,0.156570,-0.015608,0.986903,0.347159,-0.032397,0.218426,0.338720,-0.032282,0.229465,0.358892,-0.028966,0.257514,0.343866,-0.035943,0.168299,0.032714,0.148074,0.004187,0.988426,0.122926,-0.073535,0.208295,0.132166,-0.080772,0.248722,0.097814,-0.061298,0.201327,0.138799,-0.078534,0.174837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338871,-0.032282,0.229297,0.358798,-0.028966,0.257611,0.343783,-0.035943,0.168398,0.132287,-0.080828,0.248706,0.097256,-0.061029,0.201218,0.139173,-0.078722,0.175019
208,1.733000,-0.035369,0.156481,-0.015537,0.986925,0.347157,-0.032406,0.218433,0.338715,-0.032296,0.229471,0.358882,-0.028988,0.257525,0.343873,-0.035933,0.168304,0.032713,0.147885,0.004638,0.988452,0.122899,-0.073528,0.208286,0.132128,-0.080763,0.248715,0.097779,-0.061312,0.201308,0.138790,-0.078508,0.174833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338874,-0.032296,0.229294,0.358783,-0.028989,0.257625,0.343783,-0.035932,0.168416,0.132249,-0.080817,0.248688,0.097266,-0.061066,0.201212,0.139180,-0.078706,0.175050
209,1.742000,-0.035484,0.156388,-0.015066,0.986943,0.347124,-0.032406,0.218440,0.338680,-0.032303,0.229476,0.358839,-0.028974,0.257533,0.343851,-0.035940,0.168310,0.032854,0.148041,0.004288,0.988426,0.122913,-0.073523,0.208295,0.132151,-0.080771,0.248720,0.097799,-0.061288,0.201328,0.138789,-0.078509,0.174836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338834,-0.032304,0.229287,0.358755,-0.028973,0.257635,0.343771,-0.035939,0.168412,0.132283,-0.080831,0.248692,0.097258,-0.061026,0.201209,0.139197,-0.078718,0.175095
210,1.750000,-0.035425,0.156424,-0.016207,0.986922,0.347127,-0.032412,0.218445,0.338684,-0.032288,0.229481,0.358850,-0.028998,0.257537,0.343847,-0.035951,0.168316,0.032778,0.147774,0.004439,0.988468,0.122928,-0.073539,0.208283,0.132146,-0.080781,0.248714,0.097815,-0.061312,0.201302,0.138824,-0.078524,0.174834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338842,-0.032288,0.229300,0.358759,-0.028997,0.257639,0.343764,-0.035951,0.168414,0.132271,-0.080837,0.248685,0.097264,-0.061048,0.201204,0.139239,-0.078734,0.175060
211,1.758000,-0.035235,0.156499,-0.017393,0.986896,0.347145,-0.032412,0.218445,0.338704,-0.032267,0.229482,0.358880,-0.029026,0.257536,0.343853,-0.035943,0.168317,0.032978,0.147752,0.004877,0.988463,0.122930,-0.073519,0.208288,0.132151,-0.080774,0.248716,0.097807,-0.061308,0.201311,0.138832,-0.078473,0.174837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338843,-0.032268,0.229322,0.358792,-0.029026,0.257627,0.343773,-0.035942,0.168419,0.132274,-0.080830,0.248694,0.097251,-0.061042,0.201206,0.139223,-0.078670,0.175041
212,1.767000,-0.035467,0.156529,-0.016201,0.986903,0.347167,-0.032386,0.218452,0.338726,-0.032261,0.229490,0.358898,-0.028968,0.257542,0.343876,-0.035929,0.168325,0.032841,0.148048,0.004548,0.988424,0.122930,-0.073516,0.208293,0.132172,-0.080762,0.248718,0.097810,-0.061294,0.201327,0.138809,-0.078493,0.174834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338869,-0.032263,0.229311,0.358820,-0.028967,0.257640,0.343800,-0.035928,0.168420,0.132299,-0.080819,0.248687,0.097270,-0.061034,0.201223,0.139225,-0.078705,0.175079
213,1.775000,-0.035355,0.156464,-0.015439,0.986930,0.347168,-0.032399,0.218457,0.338726,-0.032291,0.229495,0.358891,-0.028982,0.257549,0.343886,-0.035924,0.168328,0.032405,0.147966,0.004282,0.988452,0.122921,-0.073554,0.208312,0.132153,-0.080765,0.248745,0.097807,-0.061328,0.201331,0.138802,-0.078568,0.174861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338860,-0.032293,0.229321,0.358811,-0.028981,0.257644,0.343808,-0.035922,0.168437,0.132280,-0.080823,0.248720,0.097257,-0.061063,0.201220,0.139203,-0.078772,0.175091
214,1.783000,-0.035321,0.156429,-0.016321,0.986922,0.347155,-0.032427,0.218470,0.338712,-0.032302,0.229506,0.358879,-0.029022,0.257563,0.343874,-0.035956,0.168341,0.032728,0.147981,0.004564,0.988438,0.122924,-0.073530,0.208301,0.132160,-0.080767,0.248728,0.097804,-0.061311,0.201329,0.138807,-0.078513,0.174845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338852,-0.032304,0.229317,0.358811,-0.029020,0.257667,0.343802,-0.035956,0.168426,0.132288,-0.080824,0.248693,0.097234,-0.061038,0.201233,0.139248,-0.078736,0.175088
215,1.792000,-0.035286,0.156365,-0.016641,0.986929,0.347159,-0.032427,0.218474,0.338714,-0.032296,0.229509,0.358879,-0.029028,0.257569,0.343883,-0.035956,0.168345,0.032573,0.147958,0.004417,0.988447,0.122935,-0.073543,0.208316,0.132168,-0.080768,0.248746,0.097819,-0.061320,0.201338,0.138819,-0.078542,0.174862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338868,-0.032297,0.229335,0.358793,-0.029028,0.257669,0.343804,-0.035956,0.168432,0.132297,-0.080827,0.248728,0.097255,-0.061048,0.201214,0.139204,-0.078737,0.175081
